user_id,degs,deg_adj,ego,CC,CC_adj,ego_out,ego_adj
us416151,2,5.0,0,0.0,0.107142857143,10,9
us319776,1,3.0,0,0.0,0.0,3,3
us554007,1,12.0,0,0.0,0.0151515151515,12,12
us98867,1,79.0,0,0.0,0.0717299578059,79,79
us165845,1,35.0,0,0.0,0.236974789916,35,35
us238848,1,99.0,0,0.0,0.0750360750361,99,99
us210242,114,48.6403508772,427,0.0662940537184,0.164210411941,4691,2443
us210741,1,1.0,0,0.0,0.0,1,1
us312580,2,12.0,0,0.0,0.229254079254,24,21
us376336,1,3.0,0,0.0,0.0,3,3
us316337,1,2.0,0,0.0,0.0,2,2
us175975,2,518.5,1,1.0,0.0427417315596,1035,1020
us250695,1,1.0,0,0.0,0.0,1,1
us203796,1,1.0,0,0.0,0.0,1,1
us235725,4,84.0,2,0.333333333333,0.128786501773,332,295
us205426,1,114.0,0,0.0,0.0662940537184,114,114
us299480,4,46.0,0,0.0,0.115533652172,184,175
us202874,8,44.625,3,0.107142857143,0.0488589398915,351,300
us181869,1,2.0,0,0.0,0.0,2,2
us588309,2,78.5,1,1.0,0.11531684746,155,153
us339441,1,29.0,0,0.0,0.133004926108,29,29
us758087,12,24.0,0,0.0,0.0727286158012,288,254
us245002,3,17.6666666667,0,0.0,0.0815225424982,53,51
us708182,2,48.5,1,1.0,0.0870573870574,95,93
us245422,1,101.0,0,0.0,0.0613861386139,101,101
us712357,1,12.0,0,0.0,0.121212121212,12,12
us163920,2,3.0,0,0.0,0.0,6,5
us649058,5,104.8,3,0.3,0.104790260423,518,413
us621671,2,16.5,1,1.0,0.244852941176,31,26
us4113,6,62.6666666667,3,0.2,0.0368217772046,370,328
us429342,13,197.769230769,16,0.205128205128,0.117044493684,2539,1845
us475083,10,182.7,12,0.266666666667,0.0994566189447,1803,1394
us298272,1,9.0,0,0.0,0.111111111111,9,9
us217342,1,52.0,0,0.0,0.300904977376,52,52
us375153,1,12.0,0,0.0,0.212121212121,12,12
us72056,17,152.058823529,27,0.198529411765,0.112596113785,2531,1829
us641873,4,16.25,0,0.0,0.0462284482759,65,60
us335296,2,3.0,0,0.0,0.0,6,5
us61629,1,1.0,0,0.0,0.0,1,1
us587819,3,111.0,0,0.0,0.0421624394591,333,309
us43946,1,6.0,0,0.0,0.333333333333,6,6
us315,1,9.0,0,0.0,0.111111111111,9,9
us733730,4,93.0,3,0.5,0.313417939962,366,333
us285215,2,3.5,0,0.0,0.133333333333,7,6
us154930,1,998.0,0,0.0,0.0126089691921,998,998
us556257,1,635.0,0,0.0,0.025504856057,635,635
us48299,4,2.25,0,0.0,0.0333333333333,9,6
us267890,9,61.1111111111,4,0.111111111111,0.100500313859,542,451
us360658,2,41.5,0,0.0,0.0924756615933,83,79
us698195,2,150.0,1,1.0,0.0725318796258,298,269
us770396,2,4.5,0,0.0,0.178571428571,9,8
us289814,1,148.0,0,0.0,0.0583747012318,148,148
us308503,1,65.0,0,0.0,0.118269230769,65,65
us603573,1,375.0,0,0.0,0.0323707664884,375,375
us538060,1,190.0,0,0.0,0.0519075466444,190,190
us734934,2,1.5,0,0.0,0.0,3,2
us456780,1,78.0,0,0.0,0.178821178821,78,78
us605488,8,80.0,4,0.142857142857,0.0757383095583,632,537
us538387,2,350.0,1,1.0,0.0661178126439,698,666
us455235,1,373.0,0,0.0,0.034737236588,373,373
us220,4,21.0,6,1.0,0.37029515462,72,46
us223897,2,16.5,0,0.0,0.226436781609,33,31
us57150,1,16.0,0,0.0,0.1,16,16
us289643,1,39.0,0,0.0,0.0944669365722,39,39
us382387,1,79.0,0,0.0,0.0688088283025,79,79
us411497,1,17.0,0,0.0,0.147058823529,17,17
us194625,1,1.0,0,0.0,0.0,1,1
us407843,1,447.0,0,0.0,0.0384426319961,447,447
us133481,1,37.0,0,0.0,0.0990990990991,37,37
us608577,4,115.0,3,0.5,0.0437359594241,454,426
us445478,1,24.0,0,0.0,0.144927536232,24,24
us221941,3,51.3333333333,0,0.0,0.0688822996458,154,149
us62494,1,372.0,0,0.0,0.0191867373852,372,372
us13247,2,1.5,0,0.0,0.0,3,2
us30690,1,3.0,0,0.0,0.0,3,3
us243374,4,45.5,0,0.0,0.0645186354864,182,174
us633191,1,2.0,0,0.0,0.0,2,2
us247338,1,11.0,0,0.0,0.0909090909091,11,11
us447284,7,13.8571428571,12,0.571428571429,0.309934362761,73,39
us496957,1,635.0,0,0.0,0.025504856057,635,635
us249836,2,2.5,0,0.0,0.0,5,4
us764922,2,14.0,1,1.0,0.0923913043478,26,25
us271520,2,15.0,1,1.0,0.208205128205,28,26
us317408,6,96.8333333333,2,0.133333333333,0.0483109109127,577,485
us723172,2,49.0,0,0.0,0.071671773919,98,97
us185183,22,97.0,19,0.0822510822511,0.121483018105,2096,1484
us473230,4,40.0,3,0.5,0.160183383507,154,131
us781899,1,4.0,0,0.0,0.0,4,4
us332454,1,1.0,0,0.0,0.0,1,1
us136204,1,22.0,0,0.0,0.255411255411,22,22
us210472,1,1.0,0,0.0,0.0,1,1
us345056,2,34.5,0,0.0,0.0675990675991,69,68
us627516,1,79.0,0,0.0,0.0084388185654,79,79
us163444,8,60.625,4,0.142857142857,0.0919769886685,477,411
us304670,9,49.8888888889,2,0.0555555555556,0.062386832866,445,379
us136705,1,3.0,0,0.0,0.0,3,3
us33545,1,22.0,0,0.0,0.225108225108,22,22
us556352,1,18.0,0,0.0,0.150326797386,18,18
us718651,1,14.0,0,0.0,0.0769230769231,14,14
us587413,1,7.0,0,0.0,0.142857142857,7,7
us70758,11,60.9090909091,3,0.0545454545455,0.103409007001,664,521
us45183,27,30.7777777778,15,0.042735042735,0.0582823180594,801,572
us600302,16,77.75,21,0.175,0.134385676204,1202,891
us249681,28,137.464285714,85,0.224867724868,0.0780192205645,3679,2046
us430363,3,186.333333333,3,1.0,0.197970393005,553,531
us316530,3,198.333333333,2,0.666666666667,0.0471618202465,591,529
us731341,3,7.0,0,0.0,0.0196078431373,21,19
us194237,1,9.0,0,0.0,0.194444444444,9,9
us723884,10,55.1,12,0.266666666667,0.1386882119,527,374
us72417,22,62.9545454545,54,0.233766233766,0.196497327637,1277,747
us70074,1,1.0,0,0.0,0.0,1,1
us94400,1,10.0,0,0.0,0.222222222222,10,10
us782384,4,87.5,1,0.166666666667,0.0683908592503,348,308
us188692,1,4.0,0,0.0,0.166666666667,4,4
us93704,1,10.0,0,0.0,0.177777777778,10,10
us278996,2,8.0,0,0.0,0.052380952381,16,15
us534,1,1.0,0,0.0,0.0,1,1
us67398,2,188.0,1,1.0,0.176260035359,374,372
us686027,1,2.0,0,0.0,0.0,2,2
us220441,17,50.5882352941,17,0.125,0.134854173144,826,555
us298797,2,1.5,0,0.0,0.0,3,2
us355619,5,21.0,0,0.0,0.0795015479876,105,97
us82943,1,55.0,0,0.0,0.0794612794613,55,55
us674139,1,213.0,0,0.0,0.0296749047746,213,213
us219281,26,48.7692307692,40,0.123076923077,0.15594244106,1188,760
us329932,1,88.0,0,0.0,0.103187042842,88,88
us356986,4,103.25,1,0.166666666667,0.0616333242129,411,370
us486637,18,65.2777777778,26,0.169934640523,0.112371520271,1123,767
us270888,1,23.0,0,0.0,0.0632411067194,23,23
us713419,2,8.5,0,0.0,0.143939393939,17,16
us598503,2,246.5,1,1.0,0.0810530463583,491,482
us356577,1,3.0,0,0.0,0.0,3,3
us157232,1,9.0,0,0.0,0.0833333333333,9,9
us254150,1,1.0,0,0.0,0.0,1,1
us759725,8,47.875,6,0.214285714286,0.192275255244,371,324
us391782,1,45.0,0,0.0,0.133333333333,45,45
us206688,1,99.0,0,0.0,0.0836940836941,99,99
us195984,4,119.5,3,0.5,0.130040943356,472,413
us392498,1,31.0,0,0.0,0.191397849462,31,31
us99219,8,6.875,9,0.321428571429,0.393978937729,37,25
us655316,2,3.0,0,0.0,0.05,6,5
us725365,1,6.0,0,0.0,0.266666666667,6,6
us451409,1,20.0,0,0.0,0.3,20,20
us1168,1,2.0,0,0.0,0.0,2,2
us266726,1,373.0,0,0.0,0.034737236588,373,373
us34648,2,90.5,1,1.0,0.0757473487811,179,167
us388624,4,61.5,0,0.0,0.0743697228978,246,232
us673673,3,85.0,1,0.333333333333,0.0647997011619,253,239
us730957,1,2.0,0,0.0,0.0,2,2
us195762,2,88.5,0,0.0,0.11145388223,177,168
us4751,2,3.5,0,0.0,0.0,7,6
us362056,2,140.0,1,1.0,0.0946803917336,278,269
us234577,2,12.0,0,0.0,0.098814229249,24,23
us262564,4,6.0,1,0.166666666667,0.361201298701,22,19
us262531,6,78.8333333333,3,0.2,0.0871381394158,467,407
us796048,5,29.6,4,0.4,0.269244639419,140,116
us732866,1,26.0,0,0.0,0.0769230769231,26,26
us433009,18,159.111111111,34,0.222222222222,0.16069341272,2796,1992
us613698,3,7.33333333333,0,0.0,0.0888888888889,22,19
us26227,1,1.0,0,0.0,0.0,1,1
us47595,1,108.0,0,0.0,0.0529595015576,108,108
us512833,1,635.0,0,0.0,0.025504856057,635,635
us292406,4,47.5,0,0.0,0.0444955964888,190,175
us786122,1,59.0,0,0.0,0.073056691993,59,59
us151598,1,7.0,0,0.0,0.0,7,7
us469429,2,516.0,0,0.0,0.14890698014,1032,1005
us749685,1,93.0,0,0.0,0.157550257129,93,93
us214915,1,45.0,0,0.0,0.108080808081,45,45
us102670,3,53.3333333333,1,0.333333333333,0.120983073364,158,138
us93664,1,183.0,0,0.0,0.0512820512821,183,183
us537795,1,11.0,0,0.0,0.0363636363636,11,11
us223220,3,33.6666666667,0,0.0,0.0251461988304,101,97
us294349,19,64.7894736842,38,0.222222222222,0.23198530612,1155,802
us181190,3,8.33333333333,3,1.0,0.322222222222,19,16
us353178,4,24.0,0,0.0,0.0605939716312,96,85
us449546,2,13.0,1,1.0,0.120779220779,24,19
us559379,4,83.75,1,0.166666666667,0.0714463105249,333,303
us316353,1,85.0,0,0.0,0.0268907563025,85,85
us390450,3,19.0,1,0.333333333333,0.190236200581,55,49
us492299,3,368.333333333,1,0.333333333333,0.0198019401895,1103,927
us294700,2,84.5,0,0.0,0.0773599262952,169,165
us445307,15,152.466666667,14,0.133333333333,0.0810413563286,2259,1609
us195792,13,26.9230769231,6,0.0769230769231,0.244026381382,338,294
us367640,5,55.0,1,0.1,0.0631876568176,273,250
us196705,1,114.0,0,0.0,0.0498369818351,114,114
us509444,10,21.2,1,0.0222222222222,0.176810438802,210,191
us24232,1,28.0,0,0.0,0.0449735449735,28,28
us737909,3,15.0,0,0.0,0.0625448028674,45,42
us676367,1,3.0,0,0.0,0.0,3,3
us170379,1,1.0,0,0.0,0.0,1,1
us327109,1,76.0,0,0.0,0.151228070175,76,76
us115368,1,1.0,0,0.0,0.0,1,1
us478310,1,10.0,0,0.0,0.133333333333,10,10
us157431,1,5.0,0,0.0,0.2,5,5
us605904,7,114.0,5,0.238095238095,0.149821206182,788,621
us196662,1,71.0,0,0.0,0.0684104627767,71,71
us198154,1,11.0,0,0.0,0.127272727273,11,11
us335086,2,4.0,0,0.0,0.05,8,7
us260672,1,100.0,0,0.0,0.0834343434343,100,100
us116,1,113.0,0,0.0,0.0804361567636,113,113
us67127,1,35.0,0,0.0,0.126050420168,35,35
us452873,11,29.8181818182,3,0.0545454545455,0.11578812177,322,237
us54440,2,66.0,0,0.0,0.0321785085144,132,131
us157314,1,1.0,0,0.0,0.0,1,1
us4264,4,100.25,1,0.166666666667,0.01548044503,399,390
us87486,1,108.0,0,0.0,0.0529595015576,108,108
us751555,3,125.0,2,0.666666666667,0.0966053305568,371,343
us122555,1,38.0,0,0.0,0.126600284495,38,38
us768523,1,33.0,0,0.0,0.0662878787879,33,33
us340127,6,39.1666666667,0,0.0,0.113298869655,235,215
us375189,83,73.5421686747,324,0.0952101087276,0.187147979461,5456,2590
us190975,5,38.4,1,0.1,0.138282407146,190,163
us794392,1,249.0,0,0.0,0.0551237206892,249,249
us353016,1,20.0,0,0.0,0.226315789474,20,20
us346110,1,34.0,0,0.0,0.135472370766,34,34
us581038,24,114.541666667,33,0.119565217391,0.114555582238,2683,1845
us264766,2,3.0,0,0.0,0.0,6,5
us199538,1,8.0,0,0.0,0.107142857143,8,8
us690854,1,239.0,0,0.0,0.0264758623115,239,239
us422392,3,104.333333333,1,0.333333333333,0.0954663150049,311,285
us792447,1,1.0,0,0.0,0.0,1,1
us620432,1,19.0,0,0.0,0.105263157895,19,19
us710529,1,28.0,0,0.0,0.140211640212,28,28
us235389,8,64.125,3,0.107142857143,0.0779794153929,507,443
us128237,1,1.0,0,0.0,0.0,1,1
us611175,1,79.0,0,0.0,0.0084388185654,79,79
us387726,6,105.333333333,2,0.133333333333,0.0391819204431,628,578
us505811,24,47.2916666667,20,0.0724637681159,0.159719835274,1095,841
us518807,1,11.0,0,0.0,0.109090909091,11,11
us676392,1,100.0,0,0.0,0.069898989899,100,100
us172413,5,91.6,2,0.2,0.122013012328,454,416
us387419,3,405.333333333,2,0.666666666667,0.0685197465941,1212,1105
us790644,1,5.0,0,0.0,0.0,5,5
us535168,1,3.0,0,0.0,0.0,3,3
us590679,3,37.6666666667,0,0.0,0.0555413651199,113,106
us128178,3,44.6666666667,0,0.0,0.0976295931759,134,130
us288881,1,1.0,0,0.0,0.0,1,1
us57227,2,165.5,0,0.0,0.0757068978816,331,327
us114164,1,33.0,0,0.0,0.217803030303,33,33
us398230,14,131.0,20,0.21978021978,0.216870798158,1794,1328
us436026,2,40.5,0,0.0,0.082380952381,81,77
us517593,6,58.0,3,0.2,0.086216537905,342,288
us381679,1,1.0,0,0.0,0.0,1,1
us47744,4,79.25,2,0.333333333333,0.0585926835068,313,241
us165999,2,61.5,1,1.0,0.0869999281764,121,116
us184789,31,166.032258065,170,0.365591397849,0.164384347294,4807,2460
us684835,1,2.0,0,0.0,0.0,2,2
us55846,1,99.0,0,0.0,0.030303030303,99,99
us367890,64,109.109375,346,0.171626984127,0.205213695405,6291,2979
us366833,7,19.4285714286,5,0.238095238095,0.210187632365,126,92
us123080,1,90.0,0,0.0,0.0848938826467,90,90
us208523,2,23.5,0,0.0,0.0704125177809,47,46
us245897,2,117.5,0,0.0,0.0212941564873,235,234
us179288,2,76.5,0,0.0,0.0762005421996,153,148
us252655,1,1.0,0,0.0,0.0,1,1
us346371,2,115.5,1,1.0,0.172904992834,229,209
us220326,1,215.0,0,0.0,0.0271245381439,215,215
us310665,2,69.0,0,0.0,0.0523965141612,138,137
us343619,2,23.5,0,0.0,0.193554006969,47,46
us420247,1,14.0,0,0.0,0.153846153846,14,14
us598916,1,122.0,0,0.0,0.0503996748408,122,122
us460047,1,373.0,0,0.0,0.034737236588,373,373
us186217,105,57.2476190476,378,0.0692307692308,0.160331553785,5255,2496
us708582,3,145.666666667,3,1.0,0.10228476401,431,354
us348581,2,23.5,0,0.0,0.103754940711,47,45
us215093,138,76.0072463768,897,0.0948905109489,0.158926327466,8695,3568
us400482,1,1.0,0,0.0,0.0,1,1
us650402,1,16.0,0,0.0,0.116666666667,16,16
us193346,1,57.0,0,0.0,0.0858395989975,57,57
us114142,9,44.2222222222,24,0.666666666667,0.226640102986,350,202
us647774,1,1.0,0,0.0,0.0,1,1
us273753,1,9.0,0,0.0,0.0277777777778,9,9
us676912,1,27.0,0,0.0,0.0569800569801,27,27
us774807,1,2.0,0,0.0,0.0,2,2
us458150,10,164.9,11,0.244444444444,0.109870840641,1627,1244
us759398,1,64.0,0,0.0,0.0138888888889,64,64
us9289,3,33.0,0,0.0,0.0243891564116,99,95
us764164,1,635.0,0,0.0,0.025504856057,635,635
us367801,1,2.0,0,0.0,0.0,2,2
us172590,33,75.0303030303,55,0.104166666667,0.120074883134,2366,1607
us654583,17,65.0,20,0.147058823529,0.120356667639,1065,689
us630929,3,38.0,2,0.666666666667,0.117847279931,110,99
us379641,27,150.481481481,103,0.293447293447,0.160646007148,3857,2093
us739723,2,3.0,0,0.0,0.0,6,5
us767716,1,59.0,0,0.0,0.073056691993,59,59
us403401,1,6.0,0,0.0,0.133333333333,6,6
us113422,22,50.8636363636,59,0.255411255411,0.175334930538,1001,582
us422074,1,55.0,0,0.0,0.192592592593,55,55
us377678,2,99.0,0,0.0,0.0877007753169,198,190
us764889,24,22.125,5,0.018115942029,0.199437539595,521,359
us570178,1,6.0,0,0.0,0.0666666666667,6,6
us394458,1,1.0,0,0.0,0.0,1,1
us129715,1,4.0,0,0.0,0.0,4,4
us102825,1,1.0,0,0.0,0.0,1,1
us7124,1,91.0,0,0.0,0.114041514042,91,91
us86817,2,83.5,1,1.0,0.0615469629354,165,156
us698049,1,14.0,0,0.0,0.120879120879,14,14
us556485,6,200.5,4,0.266666666667,0.0661272607576,1195,997
us157950,1,30.0,0,0.0,0.0505747126437,30,30
us497396,1,2.0,0,0.0,0.0,2,2
us470464,1,49.0,0,0.0,0.0654761904762,49,49
us406878,3,159.333333333,0,0.0,0.0483373585409,478,471
us188229,1,9.0,0,0.0,0.305555555556,9,9
us197226,2,2.0,1,1.0,1.0,2,1
us113442,14,51.5714285714,23,0.252747252747,0.229213165193,676,464
us247401,1,2.0,0,0.0,0.0,2,2
us717808,2,1.0,0,0.0,0.0,2,1
us1374,2,60.5,0,0.0,0.0580752212389,121,119
us488112,1,6.0,0,0.0,0.0666666666667,6,6
us468104,56,107.142857143,239,0.155194805195,0.122554956146,5522,2479
us727624,2,47.0,0,0.0,0.0261962042235,94,93
us181343,16,131.9375,44,0.366666666667,0.121736589419,2023,1499
us238921,2,46.5,0,0.0,0.076138190168,93,89
us352776,1,1.0,0,0.0,0.0,1,1
us130359,2,3.0,0,0.0,0.0,6,5
us450569,2,155.0,0,0.0,0.0997632971317,310,293
us188446,2,66.0,0,0.0,0.046996124031,132,131
us126455,2,15.0,1,1.0,0.195484254308,28,26
us163901,1,998.0,0,0.0,0.0126089691921,998,998
us735118,1,5.0,0,0.0,0.0,5,5
us448235,1,998.0,0,0.0,0.0126089691921,998,998
us730064,2,5.0,0,0.0,0.0892857142857,10,9
us490972,4,6.75,3,0.5,0.683823529412,21,18
us172546,5,5.2,1,0.1,0.268571428571,24,20
us341254,1,4.0,0,0.0,0.0,4,4
us785846,1,6.0,0,0.0,0.2,6,6
us265243,1,1.0,0,0.0,0.0,1,1
us137948,4,76.25,2,0.333333333333,0.0831476652377,301,251
us675489,2,10.5,0,0.0,0.330065359477,21,19
us178165,1,1.0,0,0.0,0.0,1,1
us173372,1,105.0,0,0.0,0.0692307692308,105,105
us577610,1,23.0,0,0.0,0.193675889328,23,23
us332964,1,26.0,0,0.0,0.12,26,26
us148627,4,260.25,2,0.333333333333,0.188037532446,1037,1019
us687546,1,79.0,0,0.0,0.0769230769231,79,79
us692198,6,71.6666666667,2,0.133333333333,0.13542211452,426,364
us677774,1,1.0,0,0.0,0.0,1,1
us740009,8,56.5,7,0.25,0.181188112648,438,309
us245590,1,998.0,0,0.0,0.0126089691921,998,998
us331593,4,12.5,1,0.166666666667,0.0676411290323,48,43
us103177,1,183.0,0,0.0,0.0512820512821,183,183
us215551,2,7.0,0,0.0,0.0638888888889,14,13
us286917,1,3.0,0,0.0,0.0,3,3
us23129,3,6.0,3,1.0,0.294444444444,12,10
us70658,1,1.0,0,0.0,0.0,1,1
us478508,1,66.0,0,0.0,0.111421911422,66,66
us87063,1,90.0,0,0.0,0.0374531835206,90,90
us608543,186,35.1989247312,497,0.0288869514676,0.181799630389,5553,2336
us324145,1,108.0,0,0.0,0.086188992731,108,108
us531221,3,36.0,2,0.666666666667,0.148736972266,104,94
us578509,2,8.0,0,0.0,0.0384615384615,16,15
us725760,2,53.5,1,1.0,0.0998804147498,105,98
us787954,1,122.0,0,0.0,0.0503996748408,122,122
us469765,2,275.0,1,1.0,0.0751834139827,548,507
us419737,6,80.5,6,0.4,0.368220292146,471,456
us76157,1,3.0,0,0.0,0.0,3,3
us221346,1,5.0,0,0.0,0.0,5,5
us134215,2,2.5,0,0.0,0.0833333333333,5,4
us109553,1,96.0,0,0.0,0.0760964912281,96,96
us174717,2,574.0,1,1.0,0.0341344622247,1146,1097
us136219,1,1.0,0,0.0,0.0,1,1
us87764,1,8.0,0,0.0,0.0357142857143,8,8
us70340,1,372.0,0,0.0,0.0191867373852,372,372
us70315,1,3.0,0,0.0,0.0,3,3
us429393,14,134.214285714,18,0.197802197802,0.126395746625,1843,1252
us5557,1,113.0,0,0.0,0.0804361567636,113,113
us610845,1,1.0,0,0.0,0.0,1,1
us203829,129,71.6356589147,776,0.093992248062,0.130647467404,7689,3299
us73404,4,48.0,1,0.166666666667,0.296153846154,190,187
us552529,1,1.0,0,0.0,0.0,1,1
us421505,5,224.6,1,0.1,0.0821093853248,1121,1054
us385822,1,30.0,0,0.0,0.0505747126437,30,30
us696728,1,2.0,0,0.0,0.0,2,2
us715439,1,2.0,0,0.0,0.0,2,2
us317911,49,50.9387755102,39,0.0331632653061,0.114517839187,2418,1645
us444829,1,1.0,0,0.0,0.0,1,1
us792341,1,25.0,0,0.0,0.363333333333,25,25
us218112,2,1.0,0,0.0,0.0,2,1
us272099,5,89.2,1,0.1,0.0693094403527,444,390
us162550,1,20.0,0,0.0,0.0210526315789,20,20
us338068,1,6.0,0,0.0,0.0666666666667,6,6
us95029,10,58.2,8,0.177777777778,0.0892211300517,566,439
us140979,1,1.0,0,0.0,0.0,1,1
us142648,1,157.0,0,0.0,0.0752898905765,157,157
us328067,1,61.0,0,0.0,0.0841530054645,61,61
us800488,3,4.0,1,0.333333333333,0.174603174603,10,7
us777985,1,1.0,0,0.0,0.0,1,1
us325357,4,311.25,2,0.333333333333,0.051341005128,1241,1145
us474535,3,70.0,2,0.666666666667,0.146002556738,206,185
us752251,1,8.0,0,0.0,0.0357142857143,8,8
us100778,1,92.0,0,0.0,0.0795508838987,92,92
us733233,2,24.0,1,1.0,0.120859760395,46,45
us379519,119,67.5294117647,650,0.0925794046432,0.158586255815,6736,2927
us30407,3,15.3333333333,0,0.0,0.0255516840883,46,44
us472244,1,1.0,0,0.0,0.0,1,1
us88870,2,49.0,0,0.0,0.038048245614,98,97
us180463,2,499.5,0,0.0,0.00630448459607,999,998
us798501,2,39.5,1,1.0,0.0887095375221,77,66
us798006,5,14.8,1,0.1,0.128296823139,72,63
us590042,1,7.0,0,0.0,0.047619047619,7,7
us621839,4,4.5,0,0.0,0.05,18,15
us47253,1,4.0,0,0.0,0.333333333333,4,4
us2984,2,2.0,0,0.0,0.0,4,3
us690291,1,4.0,0,0.0,0.0,4,4
us411128,10,192.3,19,0.422222222222,0.120615232008,1885,1427
us114585,6,108.0,7,0.466666666667,0.124598970234,634,476
us173039,1,119.0,0,0.0,0.0677966101695,119,119
us285693,1,253.0,0,0.0,0.0336282075413,253,253
us737548,1,42.0,0,0.0,0.0360046457607,42,42
us59186,1,372.0,0,0.0,0.0191867373852,372,372
us71983,9,23.3333333333,6,0.166666666667,0.160627302572,198,169
us364239,5,30.4,1,0.1,0.0947533930807,150,136
us450295,2,45.5,0,0.0,0.0654621972209,91,89
us273308,1,56.0,0,0.0,0.154545454545,56,56
us159931,2,16.0,1,1.0,0.412151067323,30,28
us40296,41,90.4390243902,71,0.0865853658537,0.104395827069,3566,2403
us721711,1,39.0,0,0.0,0.120107962213,39,39
us563909,1,12.0,0,0.0,0.106060606061,12,12
us676431,2,37.5,1,1.0,0.218875031258,73,63
us380875,2,144.5,1,1.0,0.055030304617,287,272
us465440,6,226.166666667,5,0.333333333333,0.122172914146,1347,1165
us226192,1,32.0,0,0.0,0.0987903225806,32,32
us98314,1,13.0,0,0.0,0.166666666667,13,13
us133873,1,2.0,0,0.0,0.0,2,2
us658540,22,146.954545455,65,0.281385281385,0.110082124572,3103,2005
us476389,2,4.5,0,0.0,0.119047619048,9,8
us63304,1,1.0,0,0.0,0.0,1,1
us59303,1,1.0,0,0.0,0.0,1,1
us691257,1,1.0,0,0.0,0.0,1,1
us131861,98,75.0918367347,407,0.08563012834,0.132904803465,6545,3054
us213546,1,30.0,0,0.0,0.177011494253,30,30
us198478,1,8.0,0,0.0,0.178571428571,8,8
us596675,4,131.5,6,1.0,0.102046606194,514,434
us184704,4,21.75,0,0.0,0.109269268467,87,80
us449869,4,14.75,3,0.5,0.312965384476,53,35
us171091,9,38.3333333333,12,0.333333333333,0.367972521758,321,270
us701687,2,74.5,1,1.0,0.111431969441,147,139
us299584,2,206.0,1,1.0,0.0539232457925,410,379
us300323,1,27.0,0,0.0,0.0940170940171,27,27
us487175,3,12.3333333333,0,0.0,0.223624718362,37,34
us112968,5,42.4,2,0.2,0.188956671983,208,184
us673288,1,59.0,0,0.0,0.206312098188,59,59
us229222,8,88.5,7,0.25,0.0868341078169,694,528
us175061,1,25.0,0,0.0,0.2,25,25
us205078,4,3.0,0,0.0,0.0238095238095,12,9
us99302,1,90.0,0,0.0,0.0374531835206,90,90
us252521,2,74.5,1,1.0,0.196444389764,147,135
us298149,1,23.0,0,0.0,0.0632411067194,23,23
us645115,2,5.0,0,0.0,0.138888888889,10,9
us182564,1,1.0,0,0.0,0.0,1,1
us420371,22,83.9090909091,29,0.125541125541,0.103305678965,1788,1150
us159968,1,998.0,0,0.0,0.0126089691921,998,998
us462585,1,25.0,0,0.0,0.0866666666667,25,25
us117717,2,1.0,0,0.0,0.0,2,1
us183245,1,279.0,0,0.0,0.065779634357,279,279
us673426,3,125.333333333,2,0.666666666667,0.107924306026,372,318
us775871,4,72.75,2,0.333333333333,0.0688212494664,287,253
us168384,1,1.0,0,0.0,0.0,1,1
us224229,32,75.65625,49,0.0987903225806,0.114430392037,2323,1591
us555773,1,1.0,0,0.0,0.0,1,1
us155625,1,40.0,0,0.0,0.0884615384615,40,40
us380561,1,91.0,0,0.0,0.0407814407814,91,91
us171998,1,1.0,0,0.0,0.0,1,1
us369149,3,57.6666666667,1,0.333333333333,0.119989050065,171,162
us86522,1,49.0,0,0.0,0.146258503401,49,49
us35784,1,120.0,0,0.0,0.0946778711485,120,120
us147429,2,346.0,0,0.0,0.0490932801588,692,684
us222366,2,17.0,0,0.0,0.0597701149425,34,33
us181173,1,9.0,0,0.0,0.333333333333,9,9
us782144,4,57.25,2,0.333333333333,0.100459429538,225,215
us580708,3,10.6666666667,1,0.333333333333,0.167521367521,30,27
us165024,2,3.0,0,0.0,0.05,6,5
us19862,1,93.0,0,0.0,0.0904628330996,93,93
us135463,6,21.6666666667,0,0.0,0.0416136203264,130,122
us581390,1,5.0,0,0.0,0.0,5,5
us182746,3,31.3333333333,0,0.0,0.0282979608822,94,92
us352452,1,2.0,0,0.0,0.0,2,2
us172681,1,31.0,0,0.0,0.0924731182796,31,31
us412635,1,157.0,0,0.0,0.0309488812674,157,157
us306618,3,8.0,0,0.0,0.0444444444444,24,22
us170715,1,18.0,0,0.0,0.124183006536,18,18
us644525,1,313.0,0,0.0,0.0496231670353,313,313
us636063,1,1.0,0,0.0,0.0,1,1
us186353,4,2.25,1,0.166666666667,0.5,7,4
us162873,1,2.0,0,0.0,0.0,2,2
us399783,1,998.0,0,0.0,0.0126089691921,998,998
us380206,1,1.0,0,0.0,0.0,1,1
us753387,3,23.0,1,0.333333333333,0.192598945429,67,62
us160997,3,44.6666666667,1,0.333333333333,0.0278876678877,132,124
us58700,2,7.0,0,0.0,0.0636363636364,14,13
us216893,1,1.0,0,0.0,0.0,1,1
us447166,4,24.75,3,0.5,0.53506362059,93,86
us394366,1,22.0,0,0.0,0.0779220779221,22,22
us288491,1,12.0,0,0.0,0.19696969697,12,12
us331087,15,36.0,1,0.00952380952381,0.154912399859,538,416
us576410,1,61.0,0,0.0,0.044262295082,61,61
us245000,1,3.0,0,0.0,0.0,3,3
us221616,1,1.0,0,0.0,0.0,1,1
us25340,6,22.3333333333,2,0.133333333333,0.0662686050917,130,118
us81681,1,5.0,0,0.0,0.2,5,5
