user_id,#answers-last-30days,list of potential questions
102413,17,790616,790151,791076,791472,790525,790777,791535,790901,791569,791107
103693,1,791717,791714,791668,791667,790967,790976,790961,790955,791407,790776
10380,1,791717,791714,790967,790976,790961,790955,791407,791516,790756,791641
103862,22,790616,791472,790151,790620,790901,791569,791076,790234,790777,791676
105802,5,790479,790923,790620,791347,791492,791291,791714,790565,791721,790470
106056,3,791410,791005,791390,791387,790989,791690,790548,791530,791198,791145
106258,6,790616,790529,790151,791079,791076,790777,791472,790525,791569,791508
108717,2,791070,791046,790809,790616,790743,790443,790151,790729,791224,791613
109353,4,790470,790555,790616,791175,790862,790901,791472,790151,791549,790615
110,7,790616,790151,791076,791472,790525,790777,791197,790901,791676,791569
111303,1,791307,790964,791647,791673,791499,790425,791664,791231,791281,791417
112041,106,790616,790151,791076,791472,790240,790525,790598,790777,791569,791676
113460,1,790616,791651,791196,790593,790151,791015,791639,791472,790453,791451
114468,489,790616,790901,791472,790151,791530,790555,790470,791569,790620,791676
11624,2,791255,791354,791163,790817,790616,791033,790999,791114,791619,791527
118121,1,791679,790749,791386,791620,790927,791714,791397,790671,790064,791067
118525,25,791569,791472,790984,791492,790620,790812,791358,791188,791684,790425
118816,9,790616,790901,790151,791472,791076,790525,791549,791107,791676,791569
120397,18,790616,790151,790901,791472,791214,790620,790560,791714,791549,791076
12134,6,790443,790549,791530,791335,790901,790749,790555,790470,790354,791407
123162,15,791046,790470,790555,791530,790901,791068,790411,791472,791714,790620
123692,4,791679,791397,790064,791187,790651,791559,791714,791407,791717,791608
124588,20,791214,790954,790151,791668,791667,791136,791704,791720,791578,790901
125219,1,791434,791036,790198,791622,790098,791678,791533,791435,791333,791023
125555,3,790616,790151,791472,791530,791076,791198,791549,790901,791508,791107
125756,1,791022,791714,791567,790425,791598,791281,790470,790555,791680,790901
126479,1,790964,790549,791255,791046,791529,791335,791719,791530,790763,791685
126886,1,791486,791459,790901,791580,791496,790530,790209,790308,791044,791156
129162,45,790616,791472,790151,790901,791569,790620,791676,790777,791076,790615
129903,1,790409,791335,791459,791507,790549,791033,791673,790964,791682,790794
129977,138,790616,790151,791472,790901,791076,790777,791569,790620,791214,791616
130489,473,790616,791079,790411,790151,791472,790901,791076,790882,790620,791569
131010,180,790616,790901,790151,791472,791676,791569,790470,790555,791530,791214
131352,1,790110,790565,790477,790967,790976,790598,791705,790757,790335,790829
131568,39,790616,791472,791569,790151,790901,790620,791676,791530,791214,790411
132134,1,790098,791355,791188,790745,790673,791417,790851,790484,790481,791385
133530,94,790616,790151,790901,791472,791569,790620,791076,790777,790525,791214
135123,7,790616,790151,791076,791472,791618,791569,790620,791616,790560,791107
136,6,790901,791714,791530,791424,791397,791684,791067,791407,791721,790555
136130,5,791530,790616,791304,791327,790151,791454,790777,790888,790348,791397
136517,1,791714,791397,790671,790064,791067,791370,790467,791650,791380,790554
13682,5,790616,791472,790620,790777,790901,790615,791072,790151,790088,791569
13743,1,790542,791654,791036,791574,791572,790515,790522,791492,791073,791158
138047,2,791714,791397,790671,790064,791067,791370,790467,791650,791380,790554
138252,17,790616,791472,790901,791569,790151,790620,790777,791705,791684,791616
138562,41,790901,790470,790555,791152,791530,791714,791451,791121,790749,791196
138887,5,791335,791046,790873,791100,790687,790425,791299,791281,791347,791530
138921,4,790616,791136,791133,791472,790901,791583,791197,790151,790829,790352
139898,1,791028,791710,790816,791461,791049,790687,791198,790470,790555,790649
140854,30,790616,790151,791076,791472,790901,790525,790854,790777,791569,790620
141020,2,790898,790064,791375,791224,791345,790591,791707,791613,791121,790954
141610,28,791714,791530,791198,790555,790470,791459,790901,791121,790822,791281
142027,2,790616,790151,791076,791472,791569,790565,790620,790489,790901,790255
142409,3,791353,790801,791004,790953,791169,790319,790616,790234,790255,791613
144061,8,790616,790151,790901,790946,790737,791076,791472,791676,790952,790777
144082,1,791714,791680,790470,790555,791067,790901,791380,790955,791281,790782
144365,8,791714,791198,791069,790555,790470,790443,790901,791354,791717,790151
144881,1,791531,790549,791572,791561,791562,790964,790554,791716,790567,790470
146472,1,790616,790151,791290,791076,791472,791599,790560,790525,791252,791569
146585,1,791260,791714,791680,790470,790555,791067,790901,791380,790955,791281
147789,2,791496,790687,791454,790557,790721,791686,791702,791450,790854,790324
147792,1,790964,790616,790151,791252,791569,790525,791076,791069,791335,790189
149013,13,791005,791530,790555,790470,791387,791390,791187,790348,791714,790411
149261,3,791335,790950,790753,791322,791085,790443,791390,791387,791068,791668
149791,2,791327,791333,791530,791370,790481,790484,790590,790584,791397,791033
150162,3,791049,790975,790098,791188,790376,791679,790800,791564,791333,791557
150639,5,790555,790470,791553,791530,791714,791706,790901,791517,790338,791198
150856,5,790616,790151,790549,790116,791569,791460,790901,791152,791322,791076
151478,2,790616,790151,791497,790954,791426,790809,791472,791076,791029,791676
152056,2,791005,790616,790151,791076,791390,791387,791472,790525,791530,791508
152375,15,790616,790151,791472,791076,790901,791569,791616,790777,790525,790620
153152,10,790616,790151,791654,790615,791472,791076,790901,791187,791569,791549
153493,2,791574,791290,791599,790616,791709,790953,790151,791076,791472,790560
154796,3,791070,791434,791710,790822,791196,791397,790880,791654,790443,791033
1554,7,791197,791472,790901,791530,791214,791198,790470,790555,790737,791569
155568,5,790616,791676,790525,790151,791569,791472,791616,790901,791076,791380
157914,6,790749,790616,790901,791380,791145,791714,790489,790151,790549,791472
158006,4,791673,791499,791036,791214,790443,791623,790755,791121,791448,790098
158442,2,791114,790999,790620,791072,791439,790582,791637,791296,791497,790683
159066,6,790901,790616,791472,790151,790947,791569,790620,791197,791714,791036
159101,1,790591,791158,791408,791530,791714,791192,791388,791680,790901,790687
159217,14,791196,791426,790901,791596,791466,791198,791530,790687,791156,791674
159223,45,791530,791198,790470,790555,790901,791121,791472,791714,790411,791492
159324,1,790616,791358,790151,791076,791472,790513,791569,790620,790901,790777
159467,8,791472,791254,791198,790777,790901,791530,790189,790649,791136,791148
159629,38,790616,791472,790151,790901,791569,791530,790620,790470,790555,790411
159669,1,791435,791528,791322,791059,791714,791023,790649,790989,791341,791314
159834,5,790964,791307,791121,791714,790555,790470,791281,791387,791390,790330
160,4,791639,791289,790522,790515,790352,791196,791654,790683,790822,791085
160123,1,791234,791174,791177,791171,791513,790348,790207,791658,791660,790772
160737,4,791608,791276,790743,790542,790882,791079,791722,790348,791581,790749
16110,4,791252,791386,791322,790815,790812,790869,791073,790330,791657,790470
161399,1,791679,790964,790743,791152,791386,790745,790549,791069,791252,791335
162330,1,790818,790026,791682,791459,790851,790951,790658,790429,790738,791234
162336,2,791329,791380,790671,790554,791460,790598,790125,790616,791676,791158
162841,6,791651,791385,791341,791583,791022,791287,791285,791492,790565,791523
163895,2,791370,791530,791397,790616,791472,791327,791197,790901,791333,791684
166017,5,790616,790151,791076,791472,790901,790525,790620,791107,791569,790777
166166,2,790467,791070,790555,790470,791387,791390,791156,791008,790319,790266
167187,3,791486,791335,790753,791169,791530,791434,791196,790745,791254,790100
167250,4,791509,791148,790901,791472,790616,790151,790888,791569,791435,791152
167321,1,791502,790851,791541,791674,790881,791088,790997,790319,790822,791169
168066,3,791485,790620,791064,790616,790975,790489,790812,791564,791669,791107
168730,32,790616,790901,791472,791676,790151,791569,791530,791198,790470,790555
169431,2,791397,790671,791163,791530,790607,791255,791239,790947,791145,790802
169940,1,790542,791169,791722,790882,791158,791079,790616,791608,790745,790151
169964,1,791553,791008,791138,791386,791625,791299,791507,790557,791265,791029
170024,1,790822,791354,791169,790745,791530,790753,791196,791254,791619,790999
170928,1,790338,791706,791005,791620,791407,791138,791714,791198,790555,790470
171326,1,791486,791452,790425,791667,791668,790820,790997,790749,790766,790611
172054,4,790833,791448,790151,791160,791620,790880,791362,791046,791530,790822
172413,3,791079,790549,791198,790984,791036,791714,791530,791145,791439,791163
172582,5,791536,790901,791569,790279,791036,790620,790470,790555,790425,790549
173627,8,790616,790151,791076,791472,790525,790777,791535,790598,791107,791569
173885,1,790522,790515,791547,790636,791580,791140,791598,790144,791693,790749
174319,1,790959,790942,790898,791070,791613,790624,790951,791523,790609,791546
174681,12,790616,790151,791076,791472,790620,790901,791569,791549,790525,791616
174785,19,791530,790901,790616,791472,790151,791569,790525,791214,790555,790470
174881,1,791285,790589,791375,791529,790927,791224,790776,790098,791472,790952
174902,6,790616,790151,791472,790901,791714,791198,791076,790620,791569,791530
174984,4,790343,791307,790964,790555,790470,791492,790565,790776,791619,791156
175299,1,790083,791472,791358,791380,791145,790616,791301,790854,790419,791424
175370,7,790616,790901,791300,790430,791569,790964,790782,791034,790151,791214
175467,14,790616,790901,790151,791472,791549,790620,791569,790470,790555,791714
175675,2,791679,791460,791620,791714,791175,791397,790064,791407,791121,790467
175950,1,790411,791276,791496,791176,791711,791053,790591,790189,791196,790933
176096,4,790616,791472,791492,790151,791676,790319,791076,790620,791549,790861
176218,11,791008,791138,790616,790207,791254,790513,790151,791569,790812,790598
176862,2,791559,790555,790470,791650,790901,790476,791530,791714,791332,791152
177776,2,790616,790151,791076,791000,791472,790854,791572,790525,791214,790777
177852,1,790822,791679,790923,791619,791333,791459,791642,791327,790997,790026
177889,6,790136,790026,791296,790683,790648,790100,790959,791650,791022,791456
17802,31,790616,790151,791472,791076,791569,790901,790525,791549,791676,790620
17806,1,791064,791445,791367,791651,791689,790429,790743,791636,791492,791020
178426,55,790616,791472,791569,790901,790151,790560,790189,790812,791676,790255
180067,12,790616,791472,790151,790901,791569,790777,791676,790525,791076,791136
180104,494,790616,791472,790901,790151,791569,790620,791676,791549,791197,790560
180225,1,791470,791276,791608,791160,790207,791683,791633,791239,790489,791143
181974,1,790982,790483,791300,791501,790872,790755,791516,791263,791648,790077
182392,1,791175,790964,791530,791459,791169,791492,790749,790745,791654,791196
183044,130,790616,791472,790151,790901,791569,790620,791676,791076,790525,791549
184235,1,791326,790554,791716,790567,790470,790555,790103,790591,791714,791202
184979,2,791176,790964,791121,791492,790555,790470,791106,791721,791407,791198
185991,1,790749,791422,790809,790753,790881,791717,791143,791613,790443,791472
186196,1,790616,790151,791076,791472,791023,790777,790525,791535,790901,791549
186217,1,791537,790542,791329,791028,791513,791046,790611,791231,790961,791047
186304,13,791168,790636,791451,791674,791530,790901,791714,790549,790555,790470
186426,3,790822,791502,791459,790997,791333,790743,790515,790522,791255,790954
186476,6,790616,791079,790443,790901,790151,791676,791549,791472,791608,791530
186764,2,791225,791222,790620,790618,790432,791689,791287,791569,790189,790425
186799,2,791683,791156,791686,790616,790882,791133,790151,790467,790901,791220
187173,1,791722,790822,790354,791452,790673,791322,791227,790745,791417,791188
187717,2,791530,790749,790780,790348,790967,790976,791677,791005,791175,790882
18895,5,791121,791459,791714,791530,790411,790822,791176,791711,790967,790976
190065,1,791255,790616,791667,791668,791676,790430,790151,790766,790425,791163
190091,66,790901,791472,790616,790555,790470,791714,791569,791530,790620,790151
190975,4,791255,791678,791163,791133,791198,790954,791650,790822,790470,790555
191632,25,790901,790555,790470,791553,791472,791530,791198,791121,790411,791714
191651,6,790620,791073,791569,791472,791670,790234,790432,790901,791684,790616
191931,1,791265,791676,790873,791020,791227,791023,790687,791714,791053,791314
192929,3,791680,790411,790026,791079,791496,791276,791335,791674,791466,791192
193541,4,791461,790616,790780,790151,791136,791676,791472,790901,790525,791076
193986,8,791667,791668,791053,790951,791503,791121,790837,791456,791714,791020
194688,1,791318,791327,791333,790862,790484,790481,790600,790950,791687,791657
194857,1,791579,790817,790613,790608,790826,790854,791492,791719,790636,791073
195138,1,790308,791683,791106,791121,791714,790554,790443,790338,791528,791530
195220,1,791397,790671,791530,790616,790151,791486,790901,790525,791327,790530
195952,40,790616,790151,791472,791676,790901,790620,791569,791076,790777,791214
196131,7,791281,791472,791294,791503,790616,791214,790901,790207,791707,791572
196161,62,790901,791530,790470,790555,791569,790151,791714,791152,791676,790616
196227,1,790555,790470,791714,790467,791530,790901,791152,791198,791486,791156
196251,98,791714,790470,790555,790901,791530,791198,791569,791472,790829,791650
196364,5,790753,790822,791171,790833,791530,791174,791177,790515,790522,790817
196592,1,791722,790822,791046,790780,791530,791681,790555,790470,791714,790554
197086,1,791564,790756,791714,791188,791397,790671,790064,791067,791370,790467
197220,1,791536,791543,791322,791292,790114,790609,790648,791148,791152,791408
197561,1,791022,791106,791714,791237,790470,790555,791680,790554,791121,791198
198196,2,791008,791138,791237,791530,790743,790555,790470,791175,791714,791354
198696,1,791097,790588,790594,790583,791492,791073,790854,791676,790947,791472
198855,6,791196,790616,791169,791472,791033,790255,790151,791569,790443,791459
199003,2,791417,791344,790551,791678,790923,791289,791148,790554,790946,790100
199193,2,791241,790950,791344,791460,791567,791537,791075,791546,791349,790570
19949,4,790616,791472,791569,790151,791676,791107,790615,790901,791214,791549
200482,9,790964,790616,791307,790737,791598,790151,791569,790525,791079,791214
201088,17,790616,790901,791472,791198,790411,791569,791684,790620,790151,790615
20124,104,790616,790901,791472,790151,791569,791676,790620,791530,790555,790470
201366,2,791679,791254,790352,791639,791289,791033,791527,790064,790954,790888
201466,11,790352,791289,790964,790749,790882,791639,791683,790833,790984,791152
202376,13,791686,790555,790470,791530,790443,790822,790955,791714,791196,791198
202874,5,790616,791472,790151,790901,790620,791569,791076,790976,791121,791703
203309,2,790616,790737,790151,791533,791076,791332,790927,791472,791569,791214
203538,4,790616,791472,790151,791076,790525,791569,790901,791721,790777,791002
203712,7,790616,790151,791076,791472,790525,790777,791535,791107,791569,790901
203829,135,791530,790901,790616,791472,791198,790411,790470,790555,791569,790151
204212,1,791720,791704,791513,790554,791508,791022,791567,791460,791198,791073
204331,2,790616,790489,791633,791419,790151,791076,790747,790525,790065,791545
204471,2,790729,791650,791647,790783,791642,790512,791340,790453,791327,790593
2045,1,790513,790826,791227,791322,790888,791426,791625,790693,791362,790737
205089,6,791121,790443,790967,790976,790555,790470,791053,791070,791169,791156
205434,1,791435,791456,791080,791322,790992,791461,791528,790989,790098,791448
205459,4,790964,790749,791198,791046,791307,790833,791530,791714,790470,790555
205483,2,791002,790916,791289,790352,791619,791085,791639,791053,790749,790967
205650,1,791350,791693,790618,791532,790241,791672,791299,791285,790335,791070
205847,6,790348,790542,791114,790999,791046,790882,791590,791158,791255,791192
206044,17,790616,790151,791569,791472,790777,790901,791076,790615,790189,791008
206294,7,790151,790616,790319,791459,791569,791335,790777,791198,791214,791574
207019,12,790616,790151,791472,790901,791569,791076,791620,790470,790555,790489
208226,2,791589,791547,790767,791451,790780,791325,791085,790417,791136,791028
208404,2,791652,790955,791407,791714,791620,791047,791314,791658,791660,791516
208450,18,791121,791714,790470,790555,791680,790411,791079,790901,791068,791530
208608,1,791472,790616,791571,791569,790349,790620,791684,790151,791107,791076
208798,2,791121,791370,791571,791578,790818,790330,791008,791714,791335,791460
209116,1,790554,791716,790567,790555,790470,790103,790591,791714,791202,791529
209525,2,790408,791714,790343,790554,791623,791528,791484,791370,791671,791068
209527,4,791472,791314,791668,791667,791224,791460,790776,791714,791569,790901
209612,2,790143,790616,791191,791503,791635,790151,790517,791076,791107,790579
209914,13,791680,790411,790593,791650,790453,791668,791667,790636,791654,791676
210069,4,790620,791569,790975,790616,791072,790432,791136,790618,791145,790338
210460,1,791649,790529,791338,790349,790442,791714,790470,790555,791198,791407
210606,16,790616,790151,791608,791076,791472,790777,790901,790525,791676,790255
210762,1,791191,790143,791335,791370,791028,790549,791635,790964,790517,791503
211196,14,790616,790151,791076,791472,790620,790901,791569,790749,790560,790525
211679,2,790923,790554,791657,790068,791677,791159,791300,791047,790636,791702
211688,14,790616,790901,790151,791472,791076,791549,791569,790525,790620,791107
212900,1,791710,791347,791472,791072,790609,791036,791408,791714,791664,790470
213546,1,790616,790151,791472,791076,790901,790777,791549,790560,791535,790525
213886,3,790616,790151,791472,791076,790901,790525,791485,791676,790620,791569
214528,3,790616,790151,791076,791472,791397,790525,790777,791535,791549,791569
215098,1,791307,790964,790616,790308,791231,790151,791076,791569,791472,790901
215390,3,790616,791156,791722,790579,790151,790901,791472,791076,791569,790620
215405,2,791354,790780,790783,791681,790479,790376,791530,791640,791252,791304
215794,3,790616,791472,790151,791076,790425,790777,790546,791569,790620,791676
216396,1,790809,791296,790683,790026,790100,791637,790616,791650,791466,791547
216432,6,791466,790616,790901,791296,791197,791472,791569,791657,790812,790620
216450,20,790616,790151,791472,791486,790901,790255,791198,791530,790620,791569
216453,1,790964,790616,791307,790151,791076,791569,791472,790901,790620,790525
216893,1,790554,791716,790567,790470,790555,790103,790591,791714,791202,791529
21693,7,790616,790151,791076,791472,790525,791572,791107,791569,791676,791535
218595,1,790402,790600,791028,791227,791714,791530,791214,790419,790470,790555
219669,2,791544,791501,790609,790806,791528,791472,790747,791497,791549,791559
